p,d,k,l
313383569,9,1,5
313501169,9,1,5
313583009,9,1,6
313790579,9,1,5
313913339,9,1,6
314015249,9,1,5
314069429,9,1,5
314211869,9,1,5
314455469,9,1,5
314553059,9,1,5
314595119,9,1,5
314603699,9,1,6
314627609,9,1,5
314682839,9,1,5
314774549,9,1,5
314856359,9,1,5
314879459,9,1,5
315048869,9,1,5
315094259,9,1,5
315334199,9,1,6
315353399,9,1,5
315570089,9,1,5
315728849,9,1,5
315913679,9,1,5
316016339,9,1,5
316086929,9,1,5
316790759,9,1,7
317360759,9,1,5
317464289,9,1,5
317632769,9,1,5
318090749,9,1,5
318169199,9,1,5
318241769,9,1,5
318343829,9,1,6
318439109,9,1,5
318493559,9,1,5
318509099,9,1,5
318662369,9,1,6
318665279,9,1,5
319182299,9,1,5
319220939,9,1,5
319304729,9,1,5
319498169,9,1,5
319654589,9,1,5
319876919,9,1,6
319877009,9,1,5
319990529,9,1,5
320066399,9,1,5
320244269,9,1,5
320334389,9,1,5
320474009,9,1,5
320611199,9,1,5
320787179,9,1,5
320826179,9,1,5
321048209,9,1,5
321073349,9,1,7
321174839,9,1,6
321522689,9,1,5
321595979,9,1,5
321764039,9,1,5
321922619,9,1,5
322041719,9,1,5
322162229,9,1,5
322319639,9,1,5
322343039,9,1,5
322343699,9,1,7
322435259,9,1,5
322729889,9,1,5
322817219,9,1,5
322912769,9,1,5
323168999,9,1,5
323378249,9,1,5
323613029,9,1,5
324339689,9,1,5
324506579,9,1,6
324617729,9,1,5
324726989,9,1,5
324955139,9,1,5
325144229,9,1,6
325192559,9,1,5
325391219,9,1,5
325548029,9,1,6
325793549,9,1,5
325844339,9,1,5
325867259,9,1,6
325982309,9,1,5
326126219,9,1,5
326606009,9,1,5
326713319,9,1,5
326910959,9,1,5
326974079,9,1,5
327159359,9,1,5
327507359,9,1,5
327917459,9,1,6
328515779,9,1,5
328726949,9,1,6
328756559,9,1,5
329068469,9,1,5
329413289,9,1,5
329493509,9,1,5
330216329,9,1,5
330600269,9,1,5
330921749,9,1,6
331211129,9,1,7
331391699,9,1,5
331449479,9,1,5
331547789,9,1,5
331646369,9,1,6
332266769,9,1,5
332336759,9,1,5
332499179,9,1,6
332815289,9,1,6
333397019,9,1,5
333468749,9,1,5
333755399,9,1,5
334201559,9,1,5
334232939,9,1,5
334546139,9,1,6
334597589,9,1,5
334681709,9,1,6
334765709,9,1,6
334876859,9,1,5
334997549,9,1,5
335028929,9,1,5
335164169,9,1,6
335551019,9,1,5
335569259,9,1,5
335571059,9,1,5
336262799,9,1,6
336300719,9,1,6
336421979,9,1,5
336624839,9,1,5
337461749,9,1,5
337757999,9,1,5
337852409,9,1,5
337862909,9,1,6
337958459,9,1,5
338317319,9,1,5
338471879,9,1,5
338638169,9,1,5
338851589,9,1,5
338891369,9,1,5
339124349,9,1,5
339593879,9,1,5
339674459,9,1,5
339842309,9,1,5
339853229,9,1,5
340014539,9,1,5
340278929,9,1,6
340323419,9,1,5
340404269,9,1,5
340505729,9,1,5
340693499,9,1,5
340818449,9,1,5
341424059,9,1,5
341486009,9,1,5
341490029,9,1,5
341740439,9,1,7
342180719,9,1,5
342273209,9,1,5
342591839,9,1,5
342863819,9,1,5
342867389,9,1,5
343152989,9,1,5
343341269,9,1,5
343459079,9,1,7
343502039,9,1,5
344278139,9,1,5
344319029,9,1,8
344513579,9,1,5
344535539,9,1,5
344663909,9,1,6
345590879,9,1,5
345596549,9,1,6
345612959,9,1,5
345677399,9,1,5
346137089,9,1,5
346314959,9,1,5
346571999,9,1,6
346653479,9,1,5
346851299,9,1,5
346877519,9,1,5
346901309,9,1,7
347340299,9,1,5
347421869,9,1,5
347519099,9,1,6
347582069,9,1,5
347679749,9,1,6
347700329,9,1,5
347710859,9,1,5
347745449,9,1,5
347786129,9,1,5
347868029,9,1,5
348031889,9,1,5
348365939,9,1,5
348395969,9,1,5
348502289,9,1,5
348562559,9,1,5
348883289,9,1,5
349324229,9,1,6
350281859,9,1,5
350497289,9,1,5
350761319,9,1,5
350762939,9,1,7
350857499,9,1,5
351052739,9,1,5
351444419,9,1,5
351846689,9,1,5
352208009,9,1,5
352256309,9,1,5
352320929,9,1,6
352589879,9,1,5
352696199,9,1,5
353474609,9,1,5
353759369,9,1,5
353870999,9,1,5
353938379,9,1,5
353987099,9,1,5
354803909,9,1,5
354821639,9,1,5
354987989,9,1,5
355215719,9,1,7
355965719,9,1,5
355968209,9,1,5
356515499,9,1,5
356679299,9,1,5
356917559,9,1,5
357315839,9,1,5
357447599,9,1,5
358040099,9,1,5
358100579,9,1,6
358348169,9,1,5
358463909,9,1,5
358820279,9,1,5
359026229,9,1,6
359107769,9,1,5
359124869,9,1,5
359332559,9,1,5
359365229,9,1,5
359438099,9,1,5
359617619,9,1,5
359816909,9,1,5
359892899,9,1,5
359964719,9,1,5
359983469,9,1,5
360683399,9,1,5
361475489,9,1,6
361724999,9,1,5
361765259,9,1,5
361891919,9,1,5
362072549,9,1,5
362159159,9,1,5
362272349,9,1,5
362715299,9,1,5
363033089,9,1,6
363548819,9,1,5
363792119,9,1,5
363795689,9,1,5
363917579,9,1,5
363977249,9,1,5
364070849,9,1,6
364320689,9,1,5
364437659,9,1,5
365711399,9,1,5
365815349,9,1,5
365862209,9,1,5
366432749,9,1,7
366701039,9,1,6
366721529,9,1,5
366734339,9,1,5
367071989,9,1,5
367123859,9,1,6
367339229,9,1,5
367549769,9,1,5
367851509,9,1,6
368019419,9,1,5
368214389,9,1,5
368539469,9,1,5
368541539,9,1,5
368740139,9,1,5
368798159,9,1,5
370709219,9,1,5
370772999,9,1,5
371051459,9,1,5
371952359,9,1,5
372328499,9,1,5
372980249,9,1,5
372986639,9,1,5
373077569,9,1,5
373345949,9,1,5
373469639,9,1,5
373528829,9,1,5
374345099,9,1,5
374501999,9,1,5
374810699,9,1,5
374973779,9,1,5
375186299,9,1,5
375915629,9,1,5
375980009,9,1,5
376280699,9,1,5
376431689,9,1,5
376601339,9,1,5
377453729,9,1,6
377483789,9,1,5
377491379,9,1,5
377985689,9,1,5
378000569,9,1,6
378834419,9,1,6
379197569,9,1,5
379276379,9,1,5
379370339,9,1,5
379682189,9,1,5
379683929,9,1,5
379754519,9,1,5
379800059,9,1,5
379854599,9,1,5
380294969,9,1,6
380329619,9,1,6
380442869,9,1,5
380848439,9,1,5
380857469,9,1,5
381012119,9,1,6
381218009,9,1,5
381427919,9,1,5
381537809,9,1,5
381619319,9,1,5
381976739,9,1,6
382067459,9,1,5
382310009,9,1,5
382613069,9,1,6
382725419,9,1,5
383056139,9,1,5
383096789,9,1,5
383173949,9,1,5
383251229,9,1,5
383324759,9,1,5
383598779,9,1,5
383661059,9,1,6
383717189,9,1,5
383982149,9,1,5
384260099,9,1,6
384851339,9,1,5
384923879,9,1,5
384938819,9,1,6
385315439,9,1,7
385404689,9,1,5
385470539,9,1,5
385715909,9,1,7
386212889,9,1,5
386689739,9,1,5
386763029,9,1,5
387215399,9,1,5
387296909,9,1,5
387567599,9,1,5
387874199,9,1,5
387914669,9,1,6
388575059,9,1,5
388703459,9,1,5
388910939,9,1,5
389186909,9,1,6
389242019,9,1,5
389489489,9,1,5
390001289,9,1,5
390215489,9,1,5
390896069,9,1,5
390932189,9,1,5
391153349,9,1,5
392071679,9,1,5
392195099,9,1,5
392196089,9,1,5
392399459,9,1,5
392522969,9,1,5
392537399,9,1,5
392627429,9,1,6
392785859,9,1,5
392825759,9,1,5
393005339,9,1,5
393628289,9,1,5
393708179,9,1,5
394028039,9,1,5
394038479,9,1,5
394065929,9,1,5
394085339,9,1,5
394113389,9,1,5
394125629,9,1,5
394652369,9,1,5
394846169,9,1,5
394908719,9,1,5
395126549,9,1,5
395206349,9,1,5
395247269,9,1,5
395278469,9,1,5
395327819,9,1,5
395536469,9,1,5
395643299,9,1,5
396583829,9,1,5
396959159,9,1,8
397515089,9,1,5
397785359,9,1,5
398212679,9,1,5
398294999,9,1,5
398469059,9,1,5
398578079,9,1,5
398754029,9,1,5
399140279,9,1,5
399250259,9,1,5
399522479,9,1,5
399583139,9,1,5
399949499,9,1,6
400331609,9,1,5
400369559,9,1,5
400866359,9,1,5
400928009,9,1,5
400964549,9,1,5
401445839,9,1,5
401531969,9,1,5
401857559,9,1,5
401965589,9,1,5
402086519,9,1,5
402325559,9,1,5
402573029,9,1,5
403152749,9,1,5
403196099,9,1,5
404029289,9,1,6
404030309,9,1,5
404657969,9,1,5
404830529,9,1,5
404941679,9,1,7
405172409,9,1,5
405225809,9,1,5
405352049,9,1,5
405388289,9,1,5
405750239,9,1,5
405780569,9,1,6
405928889,9,1,6
406353929,9,1,6
406465049,9,1,7
406486469,9,1,5
406501709,9,1,5
406666769,9,1,6
406882529,9,1,5
407170559,9,1,6
407874179,9,1,5
407882099,9,1,5
408085109,9,1,5
408201929,9,1,5
408519659,9,1,5
408588689,9,1,5
408997409,9,1,6
409138319,9,1,5
409230359,9,1,6
410359619,9,1,5
410364089,9,1,5
410732039,9,1,5
410841449,9,1,5
411355079,9,1,5
411422339,9,1,5
411426839,9,1,5
412372949,9,1,5
412417829,9,1,5
412762739,9,1,6
412798829,9,1,5
413180549,9,1,5
413185589,9,1,5
413365019,9,1,5
413677109,9,1,5
413736269,9,1,5
414457409,9,1,5
414545129,9,1,5
414868829,9,1,5
415203389,9,1,5
415294619,9,1,5
415660139,9,1,5
416566919,9,1,5
416641679,9,1,5
416683409,9,1,5
416994029,9,1,5
417128429,9,1,5
417324779,9,1,5
417388949,9,1,5
417504569,9,1,5
417519629,9,1,5
417537299,9,1,5
417719369,9,1,5
417898499,9,1,5
418040039,9,1,5
418051379,9,1,5
418327319,9,1,5
418615979,9,1,5
418723979,9,1,5
419017349,9,1,5
419325899,9,1,5
419898779,9,1,5
420135539,9,1,5
420360779,9,1,5
420436559,9,1,5
420707849,9,1,5
420741479,9,1,6
421092389,9,1,5
421552679,9,1,5
421643669,9,1,6
421690859,9,1,5
421864169,9,1,5
422386799,9,1,5
422659439,9,1,5
422863019,9,1,5
422890439,9,1,5
423143579,9,1,5
423164279,9,1,5
423431279,9,1,5
423543209,9,1,5
423568709,9,1,5
423818519,9,1,5
423903569,9,1,5
424459709,9,1,6
424509719,9,1,5
424519919,9,1,5
424603919,9,1,5
424666139,9,1,6
424669439,9,1,5
425003129,9,1,5
425006129,9,1,5
425130479,9,1,5
425252519,9,1,5
425460149,9,1,5
425518949,9,1,5
425565719,9,1,6
426103949,9,1,5
426219089,9,1,5
426258719,9,1,5
426295049,9,1,5
426382529,9,1,6
426966329,9,1,5
427196069,9,1,6
427458959,9,1,5
427708889,9,1,5
427871429,9,1,6
428005559,9,1,6
428430599,9,1,6
428703449,9,1,5
428773979,9,1,5
429096749,9,1,5
429347909,9,1,5
429358799,9,1,6
429647819,9,1,5
429986699,9,1,5
430295009,9,1,5
430721969,9,1,5
431062559,9,1,5
431072249,9,1,5
431189639,9,1,5
431205149,9,1,5
431207789,9,1,5
431561909,9,1,5
431574989,9,1,5
431588219,9,1,5
431846249,9,1,6
431861819,9,1,5
432009689,9,1,5
432049529,9,1,6
432316589,9,1,6
432363209,9,1,5
432930419,9,1,5
434076239,9,1,5
434251409,9,1,5
434278469,9,1,5
434669519,9,1,5
434781779,9,1,5
435233069,9,1,5
435411659,9,1,5
435465449,9,1,5
435766109,9,1,5
436006559,9,1,7
436206539,9,1,5
436214819,9,1,5
436224779,9,1,5
436272569,9,1,5
436310279,9,1,5
436326389,9,1,6
436485839,9,1,5
436580129,9,1,5
436715459,9,1,6
436806479,9,1,5
436974809,9,1,5
437180459,9,1,6
437333579,9,1,5
437570489,9,1,5
438107849,9,1,5
438209669,9,1,5
438637379,9,1,5
438937979,9,1,5
439227479,9,1,5
439324169,9,1,5
439620479,9,1,5
439622549,9,1,5
439970309,9,1,5
440054669,9,1,5
440263409,9,1,5
440456729,9,1,5
440839859,9,1,5
440922899,9,1,5
440992199,9,1,5
441173129,9,1,5
441896579,9,1,5
442267079,9,1,5
442312649,9,1,5
442339679,9,1,5
442355219,9,1,5
442759049,9,1,5
442857119,9,1,5
443073959,9,1,5
443142809,9,1,5
443328029,9,1,5
443485109,9,1,6
443890439,9,1,7
444041189,9,1,5
444090299,9,1,6
444238139,9,1,5
444421079,9,1,5
444688529,9,1,6
444793229,9,1,5
444926879,9,1,6
444960539,9,1,5
445069679,9,1,5
445271759,9,1,5
445328249,9,1,5
445470149,9,1,5
445636319,9,1,5
445940639,9,1,7
445967129,9,1,5
446116829,9,1,5
446211539,9,1,5
446250179,9,1,6
446323439,9,1,5
446357039,9,1,5
446365919,9,1,5
446560319,9,1,5
446629259,9,1,5
446805179,9,1,5
447141419,9,1,5
447201509,9,1,6
447338429,9,1,5
447374849,9,1,5
447562919,9,1,5
447757889,9,1,5
447798209,9,1,5
448242659,9,1,5
448355879,9,1,5
448727789,9,1,5
449135369,9,1,5
449429069,9,1,6
449663939,9,1,5
449670209,9,1,5
449686169,9,1,5
449706689,9,1,5
449734409,9,1,5
449833589,9,1,5
449856509,9,1,6
450295619,9,1,6
450636479,9,1,5
450688319,9,1,5
450949379,9,1,5
451165829,9,1,5
451871009,9,1,5
452732279,9,1,7
453849419,9,1,5
453858029,9,1,5
454654589,9,1,5
454791479,9,1,5
454867559,9,1,7
454915319,9,1,5
455309999,9,1,6
455885609,9,1,5
456291119,9,1,5
456313829,9,1,5
456385829,9,1,5
457129229,9,1,5
457521689,9,1,5
457770479,9,1,5
458096459,9,1,5
458268389,9,1,6
458285699,9,1,5
458534789,9,1,5
458568359,9,1,5
458775329,9,1,5
459228989,9,1,6
459293069,9,1,5
459508919,9,1,5
459540569,9,1,5
460044449,9,1,5
460108829,9,1,5
460183019,9,1,5
460198919,9,1,5
460256729,9,1,5
460291319,9,1,5
460423259,9,1,5
460754369,9,1,5
461063159,9,1,5
461260799,9,1,5
461437079,9,1,6
461616269,9,1,5
461671109,9,1,5
461959859,9,1,5
461985869,9,1,5
462144629,9,1,5
462316229,9,1,5
462733949,9,1,6
462977969,9,1,6
463177859,9,1,5
463352999,9,1,5
463843379,9,1,5
464151329,9,1,5
464268149,9,1,6
465357869,9,1,5
465618479,9,1,6
465798479,9,1,6
466053149,9,1,5
466165919,9,1,5
466208189,9,1,5
466273289,9,1,5
466303949,9,1,5
466768229,9,1,5
467413679,9,1,5
467425649,9,1,5
467560529,9,1,5
467580059,9,1,5
467584679,9,1,5
467966519,9,1,5
468915899,9,1,5
468952619,9,1,5
468970949,9,1,5
469139969,9,1,5
469234589,9,1,7
469238669,9,1,5
469518089,9,1,5
469872839,9,1,5
469934219,9,1,6
469938149,9,1,5
470071529,9,1,5
470491739,9,1,5
470852099,9,1,6
471024629,9,1,5
471070499,9,1,5
471162899,9,1,5
471605339,9,1,5
472160369,9,1,5
472311839,9,1,5
473064359,9,1,5
473326319,9,1,5
473559959,9,1,6
473605199,9,1,5
474096989,9,1,5
474117629,9,1,5
474118349,9,1,8
474270239,9,1,5
474294329,9,1,5
474320069,9,1,5
474621209,9,1,5
474719909,9,1,5
475245629,9,1,5
475257509,9,1,5
475744679,9,1,6
475818419,9,1,5
475889369,9,1,5
476278199,9,1,5
476306669,9,1,5
476816849,9,1,5
476865209,9,1,5
476869979,9,1,5
477124619,9,1,5
477264569,9,1,5
477463979,9,1,5
477537899,9,1,5
477541769,9,1,5
477554999,9,1,5
477936449,9,1,6
478266479,9,1,5
478468829,9,1,6
478925129,9,1,5
479282519,9,1,6
479291369,9,1,6
479559299,9,1,5
479914889,9,1,5
480063299,9,1,6
480150659,9,1,5
480499499,9,1,5
480653669,9,1,5
480778169,9,1,5
480822239,9,1,5
480971489,9,1,5
481144949,9,1,6
481202489,9,1,5
481272509,9,1,5
481829129,9,1,5
482145689,9,1,5
482181989,9,1,5
482372729,9,1,5
482798579,9,1,5
483066719,9,1,6
483092699,9,1,5
483203219,9,1,5
483249449,9,1,5
483389069,9,1,5
483689309,9,1,5
484373759,9,1,5
484469549,9,1,6
484482989,9,1,7
484801379,9,1,5
484889969,9,1,5
485023559,9,1,5
485198999,9,1,6
485208089,9,1,5
485353229,9,1,5
485372759,9,1,5
485563049,9,1,5
485938049,9,1,5
485976899,9,1,5
486145949,9,1,5
486170939,9,1,5
486315419,9,1,5
486539639,9,1,5
486677189,9,1,5
486708149,9,1,5
486729569,9,1,5
487020329,9,1,5
487460339,9,1,6
487736429,9,1,5
488116619,9,1,6
488558579,9,1,5
488626739,9,1,5
488922809,9,1,5
489091679,9,1,5
489293999,9,1,6
489568979,9,1,5
489593309,9,1,5
489613469,9,1,6
489935669,9,1,5
490136519,9,1,6
491655959,9,1,5
491977589,9,1,5
492923069,9,1,5
493289339,9,1,5
493656629,9,1,5
493918619,9,1,5
494149949,9,1,6
494184599,9,1,5
494255969,9,1,5
494320889,9,1,5
494371049,9,1,5
494393849,9,1,5
494486969,9,1,5
494532569,9,1,6
494789969,9,1,5
495393029,9,1,5
495491099,9,1,5
495496409,9,1,7
495668339,9,1,5
495738059,9,1,5
495842219,9,1,5
496096109,9,1,5
496395989,9,1,5
496525619,9,1,5
496569509,9,1,6
496619099,9,1,5
496647149,9,1,5
496865189,9,1,5
496879529,9,1,5
497008229,9,1,5
497043749,9,1,5
497694629,9,1,5
497884529,9,1,5
498686459,9,1,5
498884279,9,1,5
498946919,9,1,5
499161059,9,1,5
499210529,9,1,5
499317179,9,1,5
499613069,9,1,5
499825349,9,1,5
499934609,9,1,5
500053049,9,1,6
500304089,9,1,6
500345039,9,1,5
500427029,9,1,5
500512049,9,1,6
500527229,9,1,5
500595239,9,1,5
501166229,9,1,5
501232379,9,1,6
501311579,9,1,5
501463799,9,1,5
502021739,9,1,5
502039229,9,1,5
502096769,9,1,5
502301699,9,1,5
502303079,9,1,5
502408589,9,1,5
502626149,9,1,5
502662929,9,1,5
503040899,9,1,5
503155949,9,1,5
503209439,9,1,5
503211389,9,1,7
504070709,9,1,5
504232769,9,1,5
504357149,9,1,5
505451099,9,1,5
505658459,9,1,5
505687739,9,1,5
505692779,9,1,5
505919399,9,1,5
506590319,9,1,5
507073109,9,1,5
507214349,9,1,5
507314789,9,1,5
507641159,9,1,5
508233689,9,1,5
508379639,9,1,5
508663979,9,1,7
509285459,9,1,5
509441519,9,1,5
509487029,9,1,5
509610089,9,1,5
509684039,9,1,5
509799869,9,1,5
509847209,9,1,5
509911469,9,1,5
510435179,9,1,7
510584099,9,1,5
510796829,9,1,5
511131899,9,1,5
511188599,9,1,5
511536989,9,1,5
511613939,9,1,5
511982879,9,1,6
512318459,9,1,5
512895269,9,1,5
514041089,9,1,6
514134899,9,1,6
514709759,9,1,5
514840589,9,1,5
514961459,9,1,5
515872949,9,1,5
515944769,9,1,5
516128759,9,1,6
516302519,9,1,5
516313769,9,1,5
517238399,9,1,5
517251629,9,1,5
517412639,9,1,5
517561769,9,1,5
517569089,9,1,5
517653359,9,1,5
517759499,9,1,5
517957829,9,1,6
518352629,9,1,5
518370269,9,1,5
519155369,9,1,6
519294929,9,1,5
519342149,9,1,5
519752669,9,1,5
520530449,9,1,5
520625249,9,1,5
520692899,9,1,6
520768379,9,1,5
520854179,9,1,5
520873499,9,1,5
520955489,9,1,5
521269709,9,1,5
521270489,9,1,5
521540609,9,1,5
521641229,9,1,5
521854409,9,1,6
521859119,9,1,5
521867009,9,1,5
521996729,9,1,5
522071339,9,1,5
522156779,9,1,5
522259169,9,1,5
522382079,9,1,5
522656369,9,1,5
522692039,9,1,5
523317059,9,1,5
523350419,9,1,5
523641389,9,1,5
523758359,9,1,6
523854239,9,1,5
524097419,9,1,5
524288909,9,1,5
524455259,9,1,5
524713919,9,1,5
524873039,9,1,5
525222479,9,1,6
525296099,9,1,5
525411179,9,1,5
525626399,9,1,5
525735209,9,1,5
525966299,9,1,5
526004819,9,1,5
526028579,9,1,5
526224059,9,1,5
526288349,9,1,5
526654049,9,1,5
526829669,9,1,5
526946369,9,1,5
527176649,9,1,6
527228909,9,1,5
527539049,9,1,5
527903009,9,1,5
527978999,9,1,5
528161429,9,1,5
528979439,9,1,5
529720469,9,1,5
529799219,9,1,6
529897499,9,1,7
529946849,9,1,5
530105399,9,1,5
530172449,9,1,5
530231189,9,1,5
530634179,9,1,5
530693459,9,1,5
530735819,9,1,5
531414179,9,1,5
531985739,9,1,5
532129379,9,1,5
533493869,9,1,5
533871869,9,1,5
534624509,9,1,5
534672059,9,1,5
534716999,9,1,5
534907679,9,1,5
535177169,9,1,5
535589039,9,1,6
536063639,9,1,5
536066549,9,1,5
536396249,9,1,5
537049319,9,1,5
537150599,9,1,6
537646289,9,1,5
537663419,9,1,5
537726599,9,1,5
538042559,9,1,5
538086119,9,1,5
538457399,9,1,5
538620149,9,1,5
538875329,9,1,6
539471459,9,1,5
539733149,9,1,5
539832239,9,1,5
540117449,9,1,5
540566759,9,1,6
540613709,9,1,5
540666809,9,1,5
541198439,9,1,5
541715549,9,1,6
542111789,9,1,5
542246759,9,1,5
542405609,9,1,5
542487689,9,1,5
542751509,9,1,5
542981129,9,1,5
543458549,9,1,5
543463829,9,1,6
543592349,9,1,5
544117709,9,1,6
544282619,9,1,5
544330499,9,1,5
544435439,9,1,5
544701719,9,1,6
544939229,9,1,5
545108639,9,1,5
545584079,9,1,5
545614109,9,1,5
545851109,9,1,6
545971529,9,1,5
546493379,9,1,5
546704129,9,1,5
547088579,9,1,5
547305779,9,1,5
547493519,9,1,6
547633769,9,1,5
547677239,9,1,5
547930709,9,1,6
548262089,9,1,6
548502239,9,1,5
548747159,9,1,5
548857649,9,1,5
549428549,9,1,5
549719459,9,1,5
550338749,9,1,5
550419959,9,1,6
551265419,9,1,5
551592389,9,1,5
551704649,9,1,5
552013229,9,1,5
552130919,9,1,5
552299729,9,1,5
552562919,9,1,5
552636809,9,1,5
552826409,9,1,5
553151939,9,1,5
553205249,9,1,5
553907339,9,1,5
553996169,9,1,5
554062199,9,1,5
554240369,9,1,5
554619629,9,1,5
554704649,9,1,5
554791109,9,1,5
554809919,9,1,6
555085109,9,1,5
555200609,9,1,5
556220009,9,1,5
557367449,9,1,5
557794109,9,1,5
557800709,9,1,5
557841029,9,1,5
558053939,9,1,5
558269969,9,1,5
558353459,9,1,5
558491399,9,1,5
558560069,9,1,5
558882179,9,1,5
559151039,9,1,5
559273889,9,1,5
559385999,9,1,5
559710689,9,1,5
559901159,9,1,5
560063219,9,1,5
560336069,9,1,5
560436419,9,1,5
560475659,9,1,5
560485889,9,1,5
560882909,9,1,5
560934449,9,1,5
561280589,9,1,5
561320489,9,1,5
561398759,9,1,5
561805949,9,1,5
562455479,9,1,5
562532189,9,1,6
562558049,9,1,5
562575809,9,1,5
563058059,9,1,5
563185949,9,1,5
563550419,9,1,5
563836859,9,1,5
564335699,9,1,5
564715559,9,1,5
564766019,9,1,5
564772679,9,1,5
565298369,9,1,5
565445129,9,1,5
565497659,9,1,5
565499639,9,1,6
565884779,9,1,5
566296169,9,1,5
566437799,9,1,5
566648339,9,1,5
566669249,9,1,5
566824619,9,1,5
567033149,9,1,5
567116339,9,1,5
567117539,9,1,5
567152879,9,1,5
567420179,9,1,5
567622949,9,1,5
568024139,9,1,5
568130729,9,1,5
568308239,9,1,5
568761269,9,1,6
569111909,9,1,6
569572589,9,1,5
570120329,9,1,5
570369209,9,1,5
570415409,9,1,6
571208999,9,1,5
571423739,9,1,6
571792079,9,1,5
571860749,9,1,5
571933889,9,1,5
572007239,9,1,5
572251469,9,1,5
572949809,9,1,5
573609329,9,1,5
573656159,9,1,5
574452869,9,1,5
574632659,9,1,6
574964129,9,1,8
575876789,9,1,5
576198149,9,1,6
576232829,9,1,5
576439229,9,1,5
576619679,9,1,5
576671729,9,1,5
576741989,9,1,5
576964859,9,1,5
577044029,9,1,5
577358459,9,1,5
577469339,9,1,5
577584599,9,1,5
577664099,9,1,5
577925039,9,1,5
578783099,9,1,6
579175589,9,1,5
579191009,9,1,6
579419999,9,1,5
579441179,9,1,5
579531539,9,1,5
579892949,9,1,5
580110659,9,1,5
580520939,9,1,5
580664219,9,1,6
580900049,9,1,5
580935479,9,1,6
580965839,9,1,5
581232719,9,1,5
581292059,9,1,5
581467619,9,1,5
581516129,9,1,5
581613479,9,1,5
581933279,9,1,5
582227909,9,1,5
582335549,9,1,6
582342179,9,1,5
582375929,9,1,5
582474869,9,1,5
582771209,9,1,5
583330529,9,1,6
583343759,9,1,5
583912079,9,1,5
584023169,9,1,5
584044319,9,1,5
584080229,9,1,5
584098139,9,1,5
584365079,9,1,5
584606579,9,1,5
584691749,9,1,5
585195599,9,1,5
585355769,9,1,5
585555059,9,1,6
585572909,9,1,5
585748469,9,1,5
586132199,9,1,5
586395809,9,1,6
586486679,9,1,5
586721279,9,1,5
586991549,9,1,5
587097419,9,1,5
587138759,9,1,5
587716799,9,1,5
588131129,9,1,7
588203879,9,1,5
588346439,9,1,6
588359099,9,1,5
588523319,9,1,5
588946409,9,1,5
589078229,9,1,5
589789289,9,1,5
589822979,9,1,5
590044709,9,1,6
590740049,9,1,5
591052109,9,1,5
591106259,9,1,5
591106679,9,1,5
591509939,9,1,5
592132529,9,1,5
592317749,9,1,5
592344899,9,1,5
592623929,9,1,5
592755629,9,1,6
593706479,9,1,5
593789849,9,1,5
593911289,9,1,5
594106949,9,1,5
594398069,9,1,5
594625799,9,1,5
594938369,9,1,5
595141649,9,1,5
595154669,9,1,6
595367579,9,1,5
596193869,9,1,5
596317979,9,1,5
596361149,9,1,6
596512979,9,1,5
596568419,9,1,5
596573429,9,1,5
596659919,9,1,5
596877929,9,1,5
597048059,9,1,5
597278579,9,1,5
597836579,9,1,5
598363919,9,1,5
599613809,9,1,5
599990999,9,1,5
600120029,9,1,6
600155219,9,1,5
600237719,9,1,5
600679379,9,1,5
600929789,9,1,5
601039319,9,1,5
601234379,9,1,5
601560749,9,1,5
601697969,9,1,6
601727669,9,1,5
601954499,9,1,5
602106959,9,1,5
602165849,9,1,5
602256029,9,1,5
602341079,9,1,5
602585339,9,1,5
602670749,9,1,5
602873759,9,1,5
603067589,9,1,5
603269729,9,1,5
603332189,9,1,5
603798089,9,1,5
603822809,9,1,5
604398629,9,1,5
604851119,9,1,5
604923659,9,1,5
604945889,9,1,5
604952459,9,1,5
604959809,9,1,5
605036249,9,1,5
605082449,9,1,5
605224619,9,1,5
605247809,9,1,5
605298929,9,1,5
605395289,9,1,5
605829599,9,1,5
605838599,9,1,5
606108059,9,1,6
606193949,9,1,5
606987869,9,1,5
607582169,9,1,5
607624889,9,1,5
607664969,9,1,5
608037299,9,1,5
608490329,9,1,5
608534369,9,1,5
608629739,9,1,5
608794289,9,1,5
609279449,9,1,5
609282419,9,1,5
609361199,9,1,5
610385159,9,1,8
610390619,9,1,5
610531409,9,1,6
611324459,9,1,5
611642579,9,1,5
612064049,9,1,5
612409769,9,1,5
612429509,9,1,5
612598139,9,1,5
612890549,9,1,5
612974429,9,1,5
613106519,9,1,6
613120559,9,1,5
613320299,9,1,5
613330769,9,1,5
613469999,9,1,5
613691609,9,1,5
613813199,9,1,5
614178359,9,1,6
614217809,9,1,5
614295359,9,1,5
614379569,9,1,5
614454089,9,1,5
614590709,9,1,5
615239249,9,1,5
615496559,9,1,5
615602129,9,1,5
616057859,9,1,5
616110779,9,1,5
616718519,9,1,6
616855199,9,1,5
616888199,9,1,5
617082569,9,1,6
617729669,9,1,5
618093629,9,1,5
618673199,9,1,5
618809519,9,1,5
618909839,9,1,5
618943079,9,1,5
619025969,9,1,6
619840079,9,1,5
620151179,9,1,5
620327579,9,1,5
620392919,9,1,5
620479859,9,1,6
620840009,9,1,5
621232019,9,1,5
621757679,9,1,5
621962639,9,1,5
622462859,9,1,5
622489649,9,1,5
622885589,9,1,5
623994389,9,1,5
